period_date,year,period,period_abbr,value,industry_text,dataelement_code,dataelement_text,ratelevel_code
4/1/2021,2021,M04,APR,55,Retail trade,OS,Other separations,L
4/1/2019,2019,M04,APR,0.1,Retail trade,OS,Other separations,R
4/1/2020,2020,M04,APR,0.1,Retail trade,OS,Other separations,R
4/1/2021,2021,M04,APR,0.4,Retail trade,OS,Other separations,R
4/1/2019,2019,M04,APR,506,Retail trade,QU,Quits,L
4/1/2020,2020,M04,APR,296,Retail trade,QU,Quits,L
4/1/2021,2021,M04,APR,629,Retail trade,QU,Quits,L
4/1/2019,2019,M04,APR,3.2,Retail trade,QU,Quits,R
4/1/2020,2020,M04,APR,2.2,Retail trade,QU,Quits,R
4/1/2021,2021,M04,APR,4.1,Retail trade,QU,Quits,R
4/1/2019,2019,M04,APR,752,Retail trade,TS,Total separations,L
4/1/2020,2020,M04,APR,1398,Retail trade,TS,Total separations,L
4/1/2021,2021,M04,APR,832,Retail trade,TS,Total separations,L
4/1/2019,2019,M04,APR,4.8,Retail trade,TS,Total separations,R
4/1/2020,2020,M04,APR,10.6,Retail trade,TS,Total separations,R
4/1/2021,2021,M04,APR,5.5,Retail trade,TS,Total separations,R
4/1/2019,2019,M04,APR,245,"Transportation, warehousing, and utilities",HI,Hires,L
4/1/2020,2020,M04,APR,208,"Transportation, warehousing, and utilities",HI,Hires,L
4/1/2021,2021,M04,APR,246,"Transportation, warehousing, and utilities",HI,Hires,L
4/1/2019,2019,M04,APR,4,"Transportation, warehousing, and utilities",HI,Hires,R
4/1/2020,2020,M04,APR,3.6,"Transportation, warehousing, and utilities",HI,Hires,R
4/1/2021,2021,M04,APR,3.9,"Transportation, warehousing, and utilities",HI,Hires,R
4/1/2019,2019,M04,APR,340,"Transportation, warehousing, and utilities",JO,Job openings,L
4/1/2020,2020,M04,APR,246,"Transportation, warehousing, and utilities",JO,Job openings,L
4/1/2021,2021,M04,APR,404,"Transportation, warehousing, and utilities",JO,Job openings,L
4/1/2019,2019,M04,APR,5.2,"Transportation, warehousing, and utilities",JO,Job openings,R
4/1/2020,2020,M04,APR,4.1,"Transportation, warehousing, and utilities",JO,Job openings,R
4/1/2021,2021,M04,APR,6.1,"Transportation, warehousing, and utilities",JO,Job openings,R
4/1/2019,2019,M04,APR,83,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,350,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,85,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,1.3,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,6,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,1.4,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,12,"Transportation, warehousing, and utilities",OS,Other separations,L
4/1/2020,2020,M04,APR,18,"Transportation, warehousing, and utilities",OS,Other separations,L
4/1/2021,2021,M04,APR,20,"Transportation, warehousing, and utilities",OS,Other separations,L
4/1/2019,2019,M04,APR,0.2,"Transportation, warehousing, and utilities",OS,Other separations,R
4/1/2020,2020,M04,APR,0.3,"Transportation, warehousing, and utilities",OS,Other separations,R
4/1/2021,2021,M04,APR,0.3,"Transportation, warehousing, and utilities",OS,Other separations,R
4/1/2019,2019,M04,APR,131,"Transportation, warehousing, and utilities",QU,Quits,L
4/1/2020,2020,M04,APR,95,"Transportation, warehousing, and utilities",QU,Quits,L
4/1/2021,2021,M04,APR,206,"Transportation, warehousing, and utilities",QU,Quits,L
4/1/2019,2019,M04,APR,2.1,"Transportation, warehousing, and utilities",QU,Quits,R
4/1/2020,2020,M04,APR,1.6,"Transportation, warehousing, and utilities",QU,Quits,R
4/1/2021,2021,M04,APR,3.3,"Transportation, warehousing, and utilities",QU,Quits,R
4/1/2019,2019,M04,APR,226,"Transportation, warehousing, and utilities",TS,Total separations,L
4/1/2020,2020,M04,APR,462,"Transportation, warehousing, and utilities",TS,Total separations,L
4/1/2021,2021,M04,APR,312,"Transportation, warehousing, and utilities",TS,Total separations,L
4/1/2019,2019,M04,APR,3.7,"Transportation, warehousing, and utilities",TS,Total separations,R
4/1/2020,2020,M04,APR,8,"Transportation, warehousing, and utilities",TS,Total separations,R
4/1/2021,2021,M04,APR,5,"Transportation, warehousing, and utilities",TS,Total separations,R
4/1/2019,2019,M04,APR,93,Information,HI,Hires,L
4/1/2020,2020,M04,APR,37,Information,HI,Hires,L
4/1/2021,2021,M04,APR,101,Information,HI,Hires,L
4/1/2019,2019,M04,APR,3.3,Information,HI,Hires,R
4/1/2020,2020,M04,APR,1.4,Information,HI,Hires,R
4/1/2021,2021,M04,APR,3.7,Information,HI,Hires,R
4/1/2019,2019,M04,APR,114,Information,JO,Job openings,L
4/1/2020,2020,M04,APR,126,Information,JO,Job openings,L
4/1/2021,2021,M04,APR,114,Information,JO,Job openings,L
4/1/2019,2019,M04,APR,3.8,Information,JO,Job openings,R
4/1/2020,2020,M04,APR,4.6,Information,JO,Job openings,R
4/1/2021,2021,M04,APR,4,Information,JO,Job openings,R
4/1/2019,2019,M04,APR,37,Information,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,166,Information,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,24,Information,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,1.3,Information,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,6.3,Information,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,0.9,Information,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,11,Information,OS,Other separations,L
4/1/2020,2020,M04,APR,6,Information,OS,Other separations,L
4/1/2021,2021,M04,APR,8,Information,OS,Other separations,L
4/1/2019,2019,M04,APR,0.4,Information,OS,Other separations,R
4/1/2020,2020,M04,APR,0.2,Information,OS,Other separations,R
4/1/2021,2021,M04,APR,0.3,Information,OS,Other separations,R
4/1/2019,2019,M04,APR,54,Information,QU,Quits,L
4/1/2020,2020,M04,APR,41,Information,QU,Quits,L
4/1/2021,2021,M04,APR,52,Information,QU,Quits,L
4/1/2019,2019,M04,APR,1.9,Information,QU,Quits,R
4/1/2020,2020,M04,APR,1.5,Information,QU,Quits,R
4/1/2021,2021,M04,APR,1.9,Information,QU,Quits,R
4/1/2019,2019,M04,APR,102,Information,TS,Total separations,L
4/1/2020,2020,M04,APR,213,Information,TS,Total separations,L
4/1/2021,2021,M04,APR,84,Information,TS,Total separations,L
4/1/2019,2019,M04,APR,3.6,Information,TS,Total separations,R
4/1/2020,2020,M04,APR,8.1,Information,TS,Total separations,R
4/1/2021,2021,M04,APR,3.1,Information,TS,Total separations,R
4/1/2019,2019,M04,APR,229,Financial activities,HI,Hires,L
4/1/2020,2020,M04,APR,166,Financial activities,HI,Hires,L
4/1/2021,2021,M04,APR,211,Financial activities,HI,Hires,L
4/1/2019,2019,M04,APR,2.6,Financial activities,HI,Hires,R
4/1/2020,2020,M04,APR,1.9,Financial activities,HI,Hires,R
4/1/2021,2021,M04,APR,2.4,Financial activities,HI,Hires,R
4/1/2019,2019,M04,APR,340,Financial activities,JO,Job openings,L
4/1/2020,2020,M04,APR,247,Financial activities,JO,Job openings,L
4/1/2021,2021,M04,APR,416,Financial activities,JO,Job openings,L
4/1/2019,2019,M04,APR,3.8,Financial activities,JO,Job openings,R
4/1/2020,2020,M04,APR,2.8,Financial activities,JO,Job openings,R
4/1/2021,2021,M04,APR,4.5,Financial activities,JO,Job openings,R
4/1/2019,2019,M04,APR,47,Financial activities,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,233,Financial activities,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,38,Financial activities,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,0.5,Financial activities,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,2.7,Financial activities,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,0.4,Financial activities,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,25,Financial activities,OS,Other separations,L
4/1/2020,2020,M04,APR,11,Financial activities,OS,Other separations,L
4/1/2021,2021,M04,APR,21,Financial activities,OS,Other separations,L
4/1/2019,2019,M04,APR,0.3,Financial activities,OS,Other separations,R
4/1/2020,2020,M04,APR,0.1,Financial activities,OS,Other separations,R
4/1/2021,2021,M04,APR,0.2,Financial activities,OS,Other separations,R
4/1/2019,2019,M04,APR,134,Financial activities,QU,Quits,L
4/1/2020,2020,M04,APR,68,Financial activities,QU,Quits,L
4/1/2021,2021,M04,APR,141,Financial activities,QU,Quits,L
4/1/2019,2019,M04,APR,1.5,Financial activities,QU,Quits,R
4/1/2020,2020,M04,APR,0.8,Financial activities,QU,Quits,R
4/1/2021,2021,M04,APR,1.6,Financial activities,QU,Quits,R
4/1/2019,2019,M04,APR,206,Financial activities,TS,Total separations,L
4/1/2020,2020,M04,APR,312,Financial activities,TS,Total separations,L
4/1/2021,2021,M04,APR,200,Financial activities,TS,Total separations,L
4/1/2019,2019,M04,APR,2.4,Financial activities,TS,Total separations,R
4/1/2020,2020,M04,APR,3.6,Financial activities,TS,Total separations,R
4/1/2021,2021,M04,APR,2.3,Financial activities,TS,Total separations,R
4/1/2019,2019,M04,APR,149,Finance and insurance,HI,Hires,L
4/1/2020,2020,M04,APR,125,Finance and insurance,HI,Hires,L
4/1/2021,2021,M04,APR,141,Finance and insurance,HI,Hires,L
4/1/2019,2019,M04,APR,2.3,Finance and insurance,HI,Hires,R
4/1/2020,2020,M04,APR,1.9,Finance and insurance,HI,Hires,R
4/1/2021,2021,M04,APR,2.1,Finance and insurance,HI,Hires,R
4/1/2019,2019,M04,APR,239,Finance and insurance,JO,Job openings,L
4/1/2020,2020,M04,APR,188,Finance and insurance,JO,Job openings,L
4/1/2021,2021,M04,APR,292,Finance and insurance,JO,Job openings,L
4/1/2019,2019,M04,APR,3.6,Finance and insurance,JO,Job openings,R
4/1/2020,2020,M04,APR,2.8,Finance and insurance,JO,Job openings,R
4/1/2021,2021,M04,APR,4.3,Finance and insurance,JO,Job openings,R
4/1/2019,2019,M04,APR,29,Finance and insurance,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,57,Finance and insurance,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,21,Finance and insurance,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,0.4,Finance and insurance,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,0.9,Finance and insurance,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,0.3,Finance and insurance,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,21,Finance and insurance,OS,Other separations,L
4/1/2020,2020,M04,APR,6,Finance and insurance,OS,Other separations,L
4/1/2021,2021,M04,APR,16,Finance and insurance,OS,Other separations,L
4/1/2019,2019,M04,APR,0.3,Finance and insurance,OS,Other separations,R
4/1/2020,2020,M04,APR,0.1,Finance and insurance,OS,Other separations,R
4/1/2021,2021,M04,APR,0.3,Finance and insurance,OS,Other separations,R
4/1/2019,2019,M04,APR,87,Finance and insurance,QU,Quits,L
4/1/2020,2020,M04,APR,51,Finance and insurance,QU,Quits,L
4/1/2021,2021,M04,APR,102,Finance and insurance,QU,Quits,L
4/1/2019,2019,M04,APR,1.4,Finance and insurance,QU,Quits,R
4/1/2020,2020,M04,APR,0.8,Finance and insurance,QU,Quits,R
4/1/2021,2021,M04,APR,1.6,Finance and insurance,QU,Quits,R
4/1/2019,2019,M04,APR,137,Finance and insurance,TS,Total separations,L
4/1/2020,2020,M04,APR,114,Finance and insurance,TS,Total separations,L
4/1/2021,2021,M04,APR,139,Finance and insurance,TS,Total separations,L
4/1/2019,2019,M04,APR,2.1,Finance and insurance,TS,Total separations,R
4/1/2020,2020,M04,APR,1.8,Finance and insurance,TS,Total separations,R
4/1/2021,2021,M04,APR,2.1,Finance and insurance,TS,Total separations,R
4/1/2019,2019,M04,APR,79,Real estate and rental and leasing,HI,Hires,L
4/1/2020,2020,M04,APR,41,Real estate and rental and leasing,HI,Hires,L
4/1/2021,2021,M04,APR,70,Real estate and rental and leasing,HI,Hires,L
4/1/2019,2019,M04,APR,3.4,Real estate and rental and leasing,HI,Hires,R
4/1/2020,2020,M04,APR,1.9,Real estate and rental and leasing,HI,Hires,R
4/1/2021,2021,M04,APR,3.1,Real estate and rental and leasing,HI,Hires,R
4/1/2019,2019,M04,APR,101,Real estate and rental and leasing,JO,Job openings,L
4/1/2020,2020,M04,APR,59,Real estate and rental and leasing,JO,Job openings,L
4/1/2021,2021,M04,APR,124,Real estate and rental and leasing,JO,Job openings,L
4/1/2019,2019,M04,APR,4.2,Real estate and rental and leasing,JO,Job openings,R
4/1/2020,2020,M04,APR,2.7,Real estate and rental and leasing,JO,Job openings,R
4/1/2021,2021,M04,APR,5.2,Real estate and rental and leasing,JO,Job openings,R
4/1/2019,2019,M04,APR,18,Real estate and rental and leasing,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,176,Real estate and rental and leasing,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,17,Real estate and rental and leasing,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,0.8,Real estate and rental and leasing,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,8.3,Real estate and rental and leasing,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,0.7,Real estate and rental and leasing,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,4,Real estate and rental and leasing,OS,Other separations,L
4/1/2020,2020,M04,APR,5,Real estate and rental and leasing,OS,Other separations,L
4/1/2021,2021,M04,APR,4,Real estate and rental and leasing,OS,Other separations,L
4/1/2019,2019,M04,APR,0.2,Real estate and rental and leasing,OS,Other separations,R
4/1/2020,2020,M04,APR,0.2,Real estate and rental and leasing,OS,Other separations,R
4/1/2021,2021,M04,APR,0.2,Real estate and rental and leasing,OS,Other separations,R
4/1/2019,2019,M04,APR,47,Real estate and rental and leasing,QU,Quits,L
4/1/2020,2020,M04,APR,17,Real estate and rental and leasing,QU,Quits,L
4/1/2021,2021,M04,APR,40,Real estate and rental and leasing,QU,Quits,L
4/1/2019,2019,M04,APR,2,Real estate and rental and leasing,QU,Quits,R
4/1/2020,2020,M04,APR,0.8,Real estate and rental and leasing,QU,Quits,R
4/1/2021,2021,M04,APR,1.8,Real estate and rental and leasing,QU,Quits,R
4/1/2019,2019,M04,APR,69,Real estate and rental and leasing,TS,Total separations,L
4/1/2020,2020,M04,APR,199,Real estate and rental and leasing,TS,Total separations,L
4/1/2021,2021,M04,APR,61,Real estate and rental and leasing,TS,Total separations,L
4/1/2019,2019,M04,APR,3,Real estate and rental and leasing,TS,Total separations,R
4/1/2020,2020,M04,APR,9.4,Real estate and rental and leasing,TS,Total separations,R
4/1/2021,2021,M04,APR,2.7,Real estate and rental and leasing,TS,Total separations,R
4/1/2019,2019,M04,APR,1257,Professional and business services,HI,Hires,L
4/1/2020,2020,M04,APR,798,Professional and business services,HI,Hires,L
4/1/2021,2021,M04,APR,1056,Professional and business services,HI,Hires,L
4/1/2019,2019,M04,APR,5.9,Professional and business services,HI,Hires,R
4/1/2020,2020,M04,APR,4.2,Professional and business services,HI,Hires,R
4/1/2021,2021,M04,APR,5.1,Professional and business services,HI,Hires,R
4/1/2019,2019,M04,APR,1169,Professional and business services,JO,Job openings,L
4/1/2020,2020,M04,APR,837,Professional and business services,JO,Job openings,L
4/1/2021,2021,M04,APR,1591,Professional and business services,JO,Job openings,L
4/1/2019,2019,M04,APR,5.2,Professional and business services,JO,Job openings,R
4/1/2020,2020,M04,APR,4.2,Professional and business services,JO,Job openings,R
4/1/2021,2021,M04,APR,7.1,Professional and business services,JO,Job openings,R
4/1/2019,2019,M04,APR,488,Professional and business services,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,1205,Professional and business services,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,292,Professional and business services,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,2.3,Professional and business services,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,6.3,Professional and business services,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,1.4,Professional and business services,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,56,Professional and business services,OS,Other separations,L
4/1/2020,2020,M04,APR,114,Professional and business services,OS,Other separations,L
4/1/2021,2021,M04,APR,71,Professional and business services,OS,Other separations,L
4/1/2019,2019,M04,APR,0.3,Professional and business services,OS,Other separations,R
4/1/2020,2020,M04,APR,0.6,Professional and business services,OS,Other separations,R
4/1/2021,2021,M04,APR,0.3,Professional and business services,OS,Other separations,R
4/1/2019,2019,M04,APR,655,Professional and business services,QU,Quits,L
4/1/2020,2020,M04,APR,432,Professional and business services,QU,Quits,L
4/1/2021,2021,M04,APR,763,Professional and business services,QU,Quits,L
4/1/2019,2019,M04,APR,3.1,Professional and business services,QU,Quits,R
4/1/2020,2020,M04,APR,2.3,Professional and business services,QU,Quits,R
4/1/2021,2021,M04,APR,3.7,Professional and business services,QU,Quits,R
4/1/2019,2019,M04,APR,1199,Professional and business services,TS,Total separations,L
4/1/2020,2020,M04,APR,1751,Professional and business services,TS,Total separations,L
4/1/2021,2021,M04,APR,1126,Professional and business services,TS,Total separations,L
4/1/2019,2019,M04,APR,5.7,Professional and business services,TS,Total separations,R
4/1/2020,2020,M04,APR,9.2,Professional and business services,TS,Total separations,R
4/1/2021,2021,M04,APR,5.4,Professional and business services,TS,Total separations,R
4/1/2019,2019,M04,APR,739,Education and health services,HI,Hires,L
4/1/2020,2020,M04,APR,522,Education and health services,HI,Hires,L
4/1/2021,2021,M04,APR,749,Education and health services,HI,Hires,L
4/1/2019,2019,M04,APR,3.1,Education and health services,HI,Hires,R
4/1/2020,2020,M04,APR,2.4,Education and health services,HI,Hires,R
4/1/2021,2021,M04,APR,3.2,Education and health services,HI,Hires,R
4/1/2019,2019,M04,APR,1380,Education and health services,JO,Job openings,L
4/1/2020,2020,M04,APR,947,Education and health services,JO,Job openings,L
4/1/2021,2021,M04,APR,1529,Education and health services,JO,Job openings,L
4/1/2019,2019,M04,APR,5.4,Education and health services,JO,Job openings,R
4/1/2020,2020,M04,APR,4.2,Education and health services,JO,Job openings,R
4/1/2021,2021,M04,APR,6.1,Education and health services,JO,Job openings,R
4/1/2019,2019,M04,APR,183,Education and health services,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,1088,Education and health services,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,142,Education and health services,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,0.8,Education and health services,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,5,Education and health services,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,0.6,Education and health services,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,43,Education and health services,OS,Other separations,L
4/1/2020,2020,M04,APR,53,Education and health services,OS,Other separations,L
4/1/2021,2021,M04,APR,28,Education and health services,OS,Other separations,L
4/1/2019,2019,M04,APR,0.2,Education and health services,OS,Other separations,R
4/1/2020,2020,M04,APR,0.2,Education and health services,OS,Other separations,R
4/1/2021,2021,M04,APR,0.1,Education and health services,OS,Other separations,R
4/1/2019,2019,M04,APR,447,Education and health services,QU,Quits,L
4/1/2020,2020,M04,APR,392,Education and health services,QU,Quits,L
4/1/2021,2021,M04,APR,551,Education and health services,QU,Quits,L
4/1/2019,2019,M04,APR,1.9,Education and health services,QU,Quits,R
4/1/2020,2020,M04,APR,1.8,Education and health services,QU,Quits,R
4/1/2021,2021,M04,APR,2.4,Education and health services,QU,Quits,R
4/1/2019,2019,M04,APR,674,Education and health services,TS,Total separations,L
4/1/2020,2020,M04,APR,1533,Education and health services,TS,Total separations,L
4/1/2021,2021,M04,APR,721,Education and health services,TS,Total separations,L
4/1/2019,2019,M04,APR,2.8,Education and health services,TS,Total separations,R
4/1/2020,2020,M04,APR,7.1,Education and health services,TS,Total separations,R
4/1/2021,2021,M04,APR,3.1,Education and health services,TS,Total separations,R
4/1/2019,2019,M04,APR,99,Educational services,HI,Hires,L
4/1/2020,2020,M04,APR,66,Educational services,HI,Hires,L
4/1/2021,2021,M04,APR,88,Educational services,HI,Hires,L
4/1/2019,2019,M04,APR,2.7,Educational services,HI,Hires,R
4/1/2020,2020,M04,APR,2,Educational services,HI,Hires,R
4/1/2021,2021,M04,APR,2.5,Educational services,HI,Hires,R
4/1/2019,2019,M04,APR,128,Educational services,JO,Job openings,L
4/1/2020,2020,M04,APR,89,Educational services,JO,Job openings,L
4/1/2021,2021,M04,APR,130,Educational services,JO,Job openings,L
4/1/2019,2019,M04,APR,3.3,Educational services,JO,Job openings,R
4/1/2020,2020,M04,APR,2.7,Educational services,JO,Job openings,R
4/1/2021,2021,M04,APR,3.6,Educational services,JO,Job openings,R
4/1/2019,2019,M04,APR,38,Educational services,LD,Layoffs and discharges,L
4/1/2020,2020,M04,APR,264,Educational services,LD,Layoffs and discharges,L
4/1/2021,2021,M04,APR,35,Educational services,LD,Layoffs and discharges,L
4/1/2019,2019,M04,APR,1,Educational services,LD,Layoffs and discharges,R
4/1/2020,2020,M04,APR,8.1,Educational services,LD,Layoffs and discharges,R
4/1/2021,2021,M04,APR,1,Educational services,LD,Layoffs and discharges,R
4/1/2019,2019,M04,APR,6,Educational services,OS,Other separations,L
4/1/2020,2020,M04,APR,7,Educational services,OS,Other separations,L
4/1/2021,2021,M04,APR,6,Educational services,OS,Other separations,L
4/1/2019,2019,M04,APR,0.2,Educational services,OS,Other separations,R
4/1/2020,2020,M04,APR,0.2,Educational services,OS,Other separations,R
4/1/2021,2021,M04,APR,0.2,Educational services,OS,Other separations,R
