year,period,month,rate,ratelevel_code,industry_text,state_text,state_code,dataelement_code,dataelement_text
2021,M01,1,1.6,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
2019,M01,1,3.4,R,Total nonfarm,Utah,49,QU,Quits
2020,M01,1,2.8,R,Total nonfarm,Utah,49,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,Utah,49,QU,Quits
2019,M01,1,5.8,R,Total nonfarm,Utah,49,TS,Total separations
2020,M01,1,4.6,R,Total nonfarm,Utah,49,TS,Total separations
2021,M01,1,4.8,R,Total nonfarm,Utah,49,TS,Total separations
2019,M01,1,4.1,R,Total nonfarm,Vermont,50,HI,Hires
2020,M01,1,4.4,R,Total nonfarm,Vermont,50,HI,Hires
2021,M01,1,4.2,R,Total nonfarm,Vermont,50,HI,Hires
2019,M01,1,5.1,R,Total nonfarm,Vermont,50,JO,Job openings
2020,M01,1,5.1,R,Total nonfarm,Vermont,50,JO,Job openings
2021,M01,1,5.0,R,Total nonfarm,Vermont,50,JO,Job openings
2019,M01,1,1.3,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2020,M01,1,1.6,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2021,M01,1,1.4,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2019,M01,1,2.2,R,Total nonfarm,Vermont,50,QU,Quits
2020,M01,1,2.2,R,Total nonfarm,Vermont,50,QU,Quits
2021,M01,1,2.1,R,Total nonfarm,Vermont,50,QU,Quits
2019,M01,1,3.5,R,Total nonfarm,Vermont,50,TS,Total separations
2020,M01,1,4.1,R,Total nonfarm,Vermont,50,TS,Total separations
2021,M01,1,4.2,R,Total nonfarm,Vermont,50,TS,Total separations
2019,M01,1,3.7,R,Total nonfarm,Vermont,50,HI,Hires
2020,M01,1,4.1,R,Total nonfarm,Vermont,50,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,Vermont,50,HI,Hires
2019,M01,1,4.9,R,Total nonfarm,Vermont,50,JO,Job openings
2020,M01,1,4.8,R,Total nonfarm,Vermont,50,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Vermont,50,JO,Job openings
2019,M01,1,1.4,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2020,M01,1,1.6,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2021,M01,1,1.7,R,Total nonfarm,Vermont,50,LD,Layoffs and discharges
2019,M01,1,1.8,R,Total nonfarm,Vermont,50,QU,Quits
2020,M01,1,1.9,R,Total nonfarm,Vermont,50,QU,Quits
2021,M01,1,2.0,R,Total nonfarm,Vermont,50,QU,Quits
2019,M01,1,3.4,R,Total nonfarm,Vermont,50,TS,Total separations
2020,M01,1,3.8,R,Total nonfarm,Vermont,50,TS,Total separations
2021,M01,1,4.0,R,Total nonfarm,Vermont,50,TS,Total separations
2019,M01,1,3.7,R,Total nonfarm,Virginia,51,HI,Hires
2020,M01,1,4.2,R,Total nonfarm,Virginia,51,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,Virginia,51,HI,Hires
2019,M01,1,4.9,R,Total nonfarm,Virginia,51,JO,Job openings
2020,M01,1,5.1,R,Total nonfarm,Virginia,51,JO,Job openings
2021,M01,1,5.0,R,Total nonfarm,Virginia,51,JO,Job openings
2019,M01,1,1.7,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2020,M01,1,0.8,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2021,M01,1,0.9,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2019,M01,1,1.9,R,Total nonfarm,Virginia,51,QU,Quits
2020,M01,1,2.5,R,Total nonfarm,Virginia,51,QU,Quits
2021,M01,1,2.2,R,Total nonfarm,Virginia,51,QU,Quits
2019,M01,1,3.9,R,Total nonfarm,Virginia,51,TS,Total separations
2020,M01,1,3.5,R,Total nonfarm,Virginia,51,TS,Total separations
2021,M01,1,3.4,R,Total nonfarm,Virginia,51,TS,Total separations
2019,M01,1,3.6,R,Total nonfarm,Virginia,51,HI,Hires
2020,M01,1,4.1,R,Total nonfarm,Virginia,51,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,Virginia,51,HI,Hires
2019,M01,1,4.9,R,Total nonfarm,Virginia,51,JO,Job openings
2020,M01,1,5.0,R,Total nonfarm,Virginia,51,JO,Job openings
2021,M01,1,4.9,R,Total nonfarm,Virginia,51,JO,Job openings
2019,M01,1,1.8,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2020,M01,1,0.8,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2021,M01,1,1.0,R,Total nonfarm,Virginia,51,LD,Layoffs and discharges
2019,M01,1,1.9,R,Total nonfarm,Virginia,51,QU,Quits
2020,M01,1,2.4,R,Total nonfarm,Virginia,51,QU,Quits
2021,M01,1,2.1,R,Total nonfarm,Virginia,51,QU,Quits
2019,M01,1,4.1,R,Total nonfarm,Virginia,51,TS,Total separations
2020,M01,1,3.6,R,Total nonfarm,Virginia,51,TS,Total separations
2021,M01,1,3.4,R,Total nonfarm,Virginia,51,TS,Total separations
2019,M01,1,3.8,R,Total nonfarm,Washington,53,HI,Hires
2020,M01,1,4.7,R,Total nonfarm,Washington,53,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,Washington,53,HI,Hires
2019,M01,1,4.3,R,Total nonfarm,Washington,53,JO,Job openings
2020,M01,1,5.4,R,Total nonfarm,Washington,53,JO,Job openings
2021,M01,1,4.7,R,Total nonfarm,Washington,53,JO,Job openings
2019,M01,1,1.3,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2021,M01,1,1.3,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2019,M01,1,2.4,R,Total nonfarm,Washington,53,QU,Quits
2020,M01,1,2.2,R,Total nonfarm,Washington,53,QU,Quits
2021,M01,1,2.1,R,Total nonfarm,Washington,53,QU,Quits
2019,M01,1,3.9,R,Total nonfarm,Washington,53,TS,Total separations
2020,M01,1,3.6,R,Total nonfarm,Washington,53,TS,Total separations
2021,M01,1,3.7,R,Total nonfarm,Washington,53,TS,Total separations
2019,M01,1,3.6,R,Total nonfarm,Washington,53,HI,Hires
2020,M01,1,4.5,R,Total nonfarm,Washington,53,HI,Hires
2021,M01,1,4.4,R,Total nonfarm,Washington,53,HI,Hires
2019,M01,1,4.4,R,Total nonfarm,Washington,53,JO,Job openings
2020,M01,1,5.5,R,Total nonfarm,Washington,53,JO,Job openings
2021,M01,1,5.1,R,Total nonfarm,Washington,53,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2020,M01,1,1.3,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2021,M01,1,1.7,R,Total nonfarm,Washington,53,LD,Layoffs and discharges
2019,M01,1,2.4,R,Total nonfarm,Washington,53,QU,Quits
2020,M01,1,2.2,R,Total nonfarm,Washington,53,QU,Quits
2021,M01,1,2.2,R,Total nonfarm,Washington,53,QU,Quits
2019,M01,1,4.2,R,Total nonfarm,Washington,53,TS,Total separations
2020,M01,1,3.9,R,Total nonfarm,Washington,53,TS,Total separations
2021,M01,1,4.2,R,Total nonfarm,Washington,53,TS,Total separations
2019,M01,1,4.7,R,Total nonfarm,West Virginia,54,HI,Hires
2020,M01,1,4.7,R,Total nonfarm,West Virginia,54,HI,Hires
2021,M01,1,4.6,R,Total nonfarm,West Virginia,54,HI,Hires
2019,M01,1,5.6,R,Total nonfarm,West Virginia,54,JO,Job openings
2020,M01,1,6.5,R,Total nonfarm,West Virginia,54,JO,Job openings
2021,M01,1,6.9,R,Total nonfarm,West Virginia,54,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2021,M01,1,1.6,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2019,M01,1,2.9,R,Total nonfarm,West Virginia,54,QU,Quits
2020,M01,1,2.8,R,Total nonfarm,West Virginia,54,QU,Quits
2021,M01,1,3.0,R,Total nonfarm,West Virginia,54,QU,Quits
2019,M01,1,4.7,R,Total nonfarm,West Virginia,54,TS,Total separations
2020,M01,1,4.3,R,Total nonfarm,West Virginia,54,TS,Total separations
2021,M01,1,4.9,R,Total nonfarm,West Virginia,54,TS,Total separations
2019,M01,1,4.3,R,Total nonfarm,West Virginia,54,HI,Hires
2020,M01,1,4.3,R,Total nonfarm,West Virginia,54,HI,Hires
2021,M01,1,4.2,R,Total nonfarm,West Virginia,54,HI,Hires
2019,M01,1,5.1,R,Total nonfarm,West Virginia,54,JO,Job openings
2020,M01,1,5.9,R,Total nonfarm,West Virginia,54,JO,Job openings
2021,M01,1,6.8,R,Total nonfarm,West Virginia,54,JO,Job openings
2019,M01,1,1.9,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2021,M01,1,2.1,R,Total nonfarm,West Virginia,54,LD,Layoffs and discharges
2019,M01,1,3.1,R,Total nonfarm,West Virginia,54,QU,Quits
2020,M01,1,2.9,R,Total nonfarm,West Virginia,54,QU,Quits
2021,M01,1,3.1,R,Total nonfarm,West Virginia,54,QU,Quits
2019,M01,1,5.4,R,Total nonfarm,West Virginia,54,TS,Total separations
2020,M01,1,4.8,R,Total nonfarm,West Virginia,54,TS,Total separations
2021,M01,1,5.5,R,Total nonfarm,West Virginia,54,TS,Total separations
2019,M01,1,3.7,R,Total nonfarm,Wisconsin,55,HI,Hires
2020,M01,1,3.0,R,Total nonfarm,Wisconsin,55,HI,Hires
2021,M01,1,3.7,R,Total nonfarm,Wisconsin,55,HI,Hires
2019,M01,1,5.0,R,Total nonfarm,Wisconsin,55,JO,Job openings
2020,M01,1,5.0,R,Total nonfarm,Wisconsin,55,JO,Job openings
2021,M01,1,4.2,R,Total nonfarm,Wisconsin,55,JO,Job openings
2019,M01,1,1.1,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2020,M01,1,2.0,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2021,M01,1,1.4,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2019,M01,1,2.1,R,Total nonfarm,Wisconsin,55,QU,Quits
2020,M01,1,2.3,R,Total nonfarm,Wisconsin,55,QU,Quits
2021,M01,1,2.2,R,Total nonfarm,Wisconsin,55,QU,Quits
2019,M01,1,3.4,R,Total nonfarm,Wisconsin,55,TS,Total separations
2020,M01,1,4.5,R,Total nonfarm,Wisconsin,55,TS,Total separations
2021,M01,1,3.8,R,Total nonfarm,Wisconsin,55,TS,Total separations
2019,M01,1,3.5,R,Total nonfarm,Wisconsin,55,HI,Hires
2020,M01,1,2.8,R,Total nonfarm,Wisconsin,55,HI,Hires
2021,M01,1,3.0,R,Total nonfarm,Wisconsin,55,HI,Hires
2019,M01,1,5.1,R,Total nonfarm,Wisconsin,55,JO,Job openings
2020,M01,1,5.1,R,Total nonfarm,Wisconsin,55,JO,Job openings
2021,M01,1,4.3,R,Total nonfarm,Wisconsin,55,JO,Job openings
2019,M01,1,1.3,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2020,M01,1,2.4,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2021,M01,1,2.0,R,Total nonfarm,Wisconsin,55,LD,Layoffs and discharges
2019,M01,1,2.1,R,Total nonfarm,Wisconsin,55,QU,Quits
2020,M01,1,2.3,R,Total nonfarm,Wisconsin,55,QU,Quits
2021,M01,1,2.2,R,Total nonfarm,Wisconsin,55,QU,Quits
2019,M01,1,3.7,R,Total nonfarm,Wisconsin,55,TS,Total separations
2020,M01,1,4.9,R,Total nonfarm,Wisconsin,55,TS,Total separations
2021,M01,1,4.5,R,Total nonfarm,Wisconsin,55,TS,Total separations
2019,M01,1,5.5,R,Total nonfarm,Wyoming,56,HI,Hires
2020,M01,1,5.9,R,Total nonfarm,Wyoming,56,HI,Hires
2021,M01,1,5.5,R,Total nonfarm,Wyoming,56,HI,Hires
2019,M01,1,5.6,R,Total nonfarm,Wyoming,56,JO,Job openings
2020,M01,1,5.9,R,Total nonfarm,Wyoming,56,JO,Job openings
2021,M01,1,5.5,R,Total nonfarm,Wyoming,56,JO,Job openings
2019,M01,1,1.4,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2020,M01,1,1.7,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2021,M01,1,2.2,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2019,M01,1,3.5,R,Total nonfarm,Wyoming,56,QU,Quits
2020,M01,1,3.5,R,Total nonfarm,Wyoming,56,QU,Quits
2021,M01,1,3.3,R,Total nonfarm,Wyoming,56,QU,Quits
2019,M01,1,4.9,R,Total nonfarm,Wyoming,56,TS,Total separations
2020,M01,1,5.5,R,Total nonfarm,Wyoming,56,TS,Total separations
2021,M01,1,6.2,R,Total nonfarm,Wyoming,56,TS,Total separations
2019,M01,1,4.5,R,Total nonfarm,Wyoming,56,HI,Hires
2020,M01,1,4.8,R,Total nonfarm,Wyoming,56,HI,Hires
2021,M01,1,4.7,R,Total nonfarm,Wyoming,56,HI,Hires
2019,M01,1,5.2,R,Total nonfarm,Wyoming,56,JO,Job openings
2020,M01,1,5.3,R,Total nonfarm,Wyoming,56,JO,Job openings
2021,M01,1,5.5,R,Total nonfarm,Wyoming,56,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2020,M01,1,1.8,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2021,M01,1,2.3,R,Total nonfarm,Wyoming,56,LD,Layoffs and discharges
2019,M01,1,2.8,R,Total nonfarm,Wyoming,56,QU,Quits
2020,M01,1,2.8,R,Total nonfarm,Wyoming,56,QU,Quits
2021,M01,1,2.9,R,Total nonfarm,Wyoming,56,QU,Quits
2019,M01,1,4.5,R,Total nonfarm,Wyoming,56,TS,Total separations
2020,M01,1,5.0,R,Total nonfarm,Wyoming,56,TS,Total separations
2021,M01,1,6.1,R,Total nonfarm,Wyoming,56,TS,Total separations
2019,M01,1,3.7,R,Total nonfarm,Midwest region,MW,HI,Hires
2020,M01,1,3.6,R,Total nonfarm,Midwest region,MW,HI,Hires
2021,M01,1,4.0,R,Total nonfarm,Midwest region,MW,HI,Hires
2019,M01,1,5.1,R,Total nonfarm,Midwest region,MW,JO,Job openings
2020,M01,1,4.5,R,Total nonfarm,Midwest region,MW,JO,Job openings
2021,M01,1,4.7,R,Total nonfarm,Midwest region,MW,JO,Job openings
2019,M01,1,1.1,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2020,M01,1,1.2,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2021,M01,1,1.1,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2019,M01,1,0.2,R,Total nonfarm,Midwest region,MW,OS,Other separations
2020,M01,1,0.2,R,Total nonfarm,Midwest region,MW,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,Midwest region,MW,OS,Other separations
2019,M01,1,2.3,R,Total nonfarm,Midwest region,MW,QU,Quits
2020,M01,1,2.4,R,Total nonfarm,Midwest region,MW,QU,Quits
2021,M01,1,2.4,R,Total nonfarm,Midwest region,MW,QU,Quits
2019,M01,1,3.6,R,Total nonfarm,Midwest region,MW,TS,Total separations
2020,M01,1,3.7,R,Total nonfarm,Midwest region,MW,TS,Total separations
2021,M01,1,3.6,R,Total nonfarm,Midwest region,MW,TS,Total separations
2019,M01,1,3.4,R,Total nonfarm,Midwest region,MW,HI,Hires
2020,M01,1,3.3,R,Total nonfarm,Midwest region,MW,HI,Hires
2021,M01,1,3.7,R,Total nonfarm,Midwest region,MW,HI,Hires
2019,M01,1,5.0,R,Total nonfarm,Midwest region,MW,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Midwest region,MW,JO,Job openings
2021,M01,1,4.6,R,Total nonfarm,Midwest region,MW,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2020,M01,1,1.6,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,Midwest region,MW,LD,Layoffs and discharges
2019,M01,1,0.3,R,Total nonfarm,Midwest region,MW,OS,Other separations
2020,M01,1,0.2,R,Total nonfarm,Midwest region,MW,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,Midwest region,MW,OS,Other separations
2019,M01,1,2.3,R,Total nonfarm,Midwest region,MW,QU,Quits
2020,M01,1,2.3,R,Total nonfarm,Midwest region,MW,QU,Quits
2021,M01,1,2.3,R,Total nonfarm,Midwest region,MW,QU,Quits
2019,M01,1,4.0,R,Total nonfarm,Midwest region,MW,TS,Total separations
2020,M01,1,4.2,R,Total nonfarm,Midwest region,MW,TS,Total separations
2021,M01,1,4.0,R,Total nonfarm,Midwest region,MW,TS,Total separations
2019,M01,1,3.1,R,Total nonfarm,Northeast region,NE,HI,Hires
2020,M01,1,3.4,R,Total nonfarm,Northeast region,NE,HI,Hires
2021,M01,1,3.3,R,Total nonfarm,Northeast region,NE,HI,Hires
2019,M01,1,4.3,R,Total nonfarm,Northeast region,NE,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Northeast region,NE,JO,Job openings
2021,M01,1,4.3,R,Total nonfarm,Northeast region,NE,JO,Job openings
2019,M01,1,1.0,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2020,M01,1,1.3,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2021,M01,1,1.2,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2019,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2020,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2019,M01,1,1.6,R,Total nonfarm,Northeast region,NE,QU,Quits
2020,M01,1,1.7,R,Total nonfarm,Northeast region,NE,QU,Quits
2021,M01,1,1.7,R,Total nonfarm,Northeast region,NE,QU,Quits
2019,M01,1,2.8,R,Total nonfarm,Northeast region,NE,TS,Total separations
2020,M01,1,3.2,R,Total nonfarm,Northeast region,NE,TS,Total separations
2021,M01,1,3.1,R,Total nonfarm,Northeast region,NE,TS,Total separations
2019,M01,1,2.8,R,Total nonfarm,Northeast region,NE,HI,Hires
2020,M01,1,3.1,R,Total nonfarm,Northeast region,NE,HI,Hires
2021,M01,1,3.0,R,Total nonfarm,Northeast region,NE,HI,Hires
2019,M01,1,4.3,R,Total nonfarm,Northeast region,NE,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Northeast region,NE,JO,Job openings
2021,M01,1,4.2,R,Total nonfarm,Northeast region,NE,JO,Job openings
2019,M01,1,1.4,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2020,M01,1,1.7,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2021,M01,1,1.6,R,Total nonfarm,Northeast region,NE,LD,Layoffs and discharges
2019,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2020,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,Northeast region,NE,OS,Other separations
2019,M01,1,1.7,R,Total nonfarm,Northeast region,NE,QU,Quits
2020,M01,1,1.8,R,Total nonfarm,Northeast region,NE,QU,Quits
2021,M01,1,1.8,R,Total nonfarm,Northeast region,NE,QU,Quits
2019,M01,1,3.3,R,Total nonfarm,Northeast region,NE,TS,Total separations
2020,M01,1,3.7,R,Total nonfarm,Northeast region,NE,TS,Total separations
2021,M01,1,3.6,R,Total nonfarm,Northeast region,NE,TS,Total separations
2019,M01,1,4.3,R,Total nonfarm,South region,SO,HI,Hires
2020,M01,1,4.3,R,Total nonfarm,South region,SO,HI,Hires
2021,M01,1,3.9,R,Total nonfarm,South region,SO,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,South region,SO,JO,Job openings
2020,M01,1,4.5,R,Total nonfarm,South region,SO,JO,Job openings
2021,M01,1,5.1,R,Total nonfarm,South region,SO,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2021,M01,1,1.1,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2019,M01,1,0.2,R,Total nonfarm,South region,SO,OS,Other separations
2020,M01,1,0.3,R,Total nonfarm,South region,SO,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,South region,SO,OS,Other separations
2019,M01,1,2.6,R,Total nonfarm,South region,SO,QU,Quits
2020,M01,1,2.7,R,Total nonfarm,South region,SO,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,South region,SO,QU,Quits
2019,M01,1,4.1,R,Total nonfarm,South region,SO,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,South region,SO,TS,Total separations
2021,M01,1,4.1,R,Total nonfarm,South region,SO,TS,Total separations
2019,M01,1,4.5,R,Total nonfarm,South region,SO,HI,Hires
2020,M01,1,4.4,R,Total nonfarm,South region,SO,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,South region,SO,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,South region,SO,JO,Job openings
2020,M01,1,4.5,R,Total nonfarm,South region,SO,JO,Job openings
2021,M01,1,5.2,R,Total nonfarm,South region,SO,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2021,M01,1,1.4,R,Total nonfarm,South region,SO,LD,Layoffs and discharges
2019,M01,1,0.3,R,Total nonfarm,South region,SO,OS,Other separations
2020,M01,1,0.3,R,Total nonfarm,South region,SO,OS,Other separations
2021,M01,1,0.3,R,Total nonfarm,South region,SO,OS,Other separations
2019,M01,1,2.7,R,Total nonfarm,South region,SO,QU,Quits
2020,M01,1,2.7,R,Total nonfarm,South region,SO,QU,Quits
2021,M01,1,2.8,R,Total nonfarm,South region,SO,QU,Quits
2019,M01,1,4.5,R,Total nonfarm,South region,SO,TS,Total separations
2020,M01,1,4.4,R,Total nonfarm,South region,SO,TS,Total separations
2021,M01,1,4.5,R,Total nonfarm,South region,SO,TS,Total separations
2019,M01,1,3.8,R,Total nonfarm,West region,WE,HI,Hires
2020,M01,1,4.1,R,Total nonfarm,West region,WE,HI,Hires
2021,M01,1,3.9,R,Total nonfarm,West region,WE,HI,Hires
2019,M01,1,4.7,R,Total nonfarm,West region,WE,JO,Job openings
2020,M01,1,4.6,R,Total nonfarm,West region,WE,JO,Job openings
2021,M01,1,4.5,R,Total nonfarm,West region,WE,JO,Job openings
2019,M01,1,1.1,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2020,M01,1,1.2,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2019,M01,1,0.2,R,Total nonfarm,West region,WE,OS,Other separations
2020,M01,1,0.3,R,Total nonfarm,West region,WE,OS,Other separations
2021,M01,1,0.2,R,Total nonfarm,West region,WE,OS,Other separations
2019,M01,1,2.4,R,Total nonfarm,West region,WE,QU,Quits
2020,M01,1,2.3,R,Total nonfarm,West region,WE,QU,Quits
2021,M01,1,2.2,R,Total nonfarm,West region,WE,QU,Quits
2019,M01,1,3.7,R,Total nonfarm,West region,WE,TS,Total separations
2020,M01,1,3.8,R,Total nonfarm,West region,WE,TS,Total separations
2021,M01,1,3.9,R,Total nonfarm,West region,WE,TS,Total separations
2019,M01,1,3.6,R,Total nonfarm,West region,WE,HI,Hires
2020,M01,1,4.0,R,Total nonfarm,West region,WE,HI,Hires
2021,M01,1,3.7,R,Total nonfarm,West region,WE,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,West region,WE,JO,Job openings
2020,M01,1,4.8,R,Total nonfarm,West region,WE,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,West region,WE,JO,Job openings
2019,M01,1,1.4,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2020,M01,1,1.5,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2021,M01,1,1.8,R,Total nonfarm,West region,WE,LD,Layoffs and discharges
2019,M01,1,0.3,R,Total nonfarm,West region,WE,OS,Other separations
2020,M01,1,0.3,R,Total nonfarm,West region,WE,OS,Other separations
2021,M01,1,0.3,R,Total nonfarm,West region,WE,OS,Other separations
2019,M01,1,2.4,R,Total nonfarm,West region,WE,QU,Quits
2020,M01,1,2.2,R,Total nonfarm,West region,WE,QU,Quits
2021,M01,1,2.0,R,Total nonfarm,West region,WE,QU,Quits
2019,M01,1,4.0,R,Total nonfarm,West region,WE,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,West region,WE,TS,Total separations
2021,M01,1,4.2,R,Total nonfarm,West region,WE,TS,Total separations
2019,M02,2,3.8,R,Total nonfarm,Total US,0,HI,Hires
2020,M02,2,3.9,R,Total nonfarm,Total US,0,HI,Hires
2021,M02,2,4.0,R,Total nonfarm,Total US,0,HI,Hires
2019,M02,2,4.5,R,Total nonfarm,Total US,0,JO,Job openings
2020,M02,2,4.4,R,Total nonfarm,Total US,0,JO,Job openings
2021,M02,2,5.0,R,Total nonfarm,Total US,0,JO,Job openings
2019,M02,2,1.2,R,Total nonfarm,Total US,0,LD,Layoffs and discharges
2020,M02,2,1.3,R,Total nonfarm,Total US,0,LD,Layoffs and discharges
2021,M02,2,1.2,R,Total nonfarm,Total US,0,LD,Layoffs and discharges
2019,M02,2,0.2,R,Total nonfarm,Total US,0,OS,Other separations
2020,M02,2,0.2,R,Total nonfarm,Total US,0,OS,Other separations
2021,M02,2,0.2,R,Total nonfarm,Total US,0,OS,Other separations
2019,M02,2,2.4,R,Total nonfarm,Total US,0,QU,Quits
2020,M02,2,2.2,R,Total nonfarm,Total US,0,QU,Quits
2021,M02,2,2.4,R,Total nonfarm,Total US,0,QU,Quits
2019,M02,2,3.8,R,Total nonfarm,Total US,0,TS,Total separations
2020,M02,2,3.7,R,Total nonfarm,Total US,0,TS,Total separations
2021,M02,2,3.8,R,Total nonfarm,Total US,0,TS,Total separations
2019,M02,2,0.9,R,Total nonfarm,Total US,0,UO,Unemployed persons per job opening ratio
2020,M02,2,0.8,R,Total nonfarm,Total US,0,UO,Unemployed persons per job opening ratio
2021,M02,2,1.3,R,Total nonfarm,Total US,0,UO,Unemployed persons per job opening ratio
2019,M02,2,3.2,R,Total nonfarm,Total US,0,HI,Hires
2020,M02,2,3.3,R,Total nonfarm,Total US,0,HI,Hires
2021,M02,2,3.4,R,Total nonfarm,Total US,0,HI,Hires
2019,M02,2,4.4,R,Total nonfarm,Total US,0,JO,Job openings
2020,M02,2,4.3,R,Total nonfarm,Total US,0,JO,Job openings
2021,M02,2,4.9,R,Total nonfarm,Total US,0,JO,Job openings
